First point of data acquisition:
2024-07-29, 17:32:26
Sample n. 3, Potential measurament V. 
-8.638,4.429,2024-07-30 06:23:05
-8.992,4.444,2024-07-30 06:23:06
7.526,4.222,2024-07-30 06:34:27
6.824,4.306,2024-07-30 06:34:27
6.046,4.147,2024-07-30 06:34:28
-1.179,4.114,2024-07-30 06:34:28
1.240,4.391,2024-07-30 06:34:29
2.379,4.413,2024-07-30 06:34:29
3.231,4.404,2024-07-30 06:34:30
-5.598,4.042,2024-07-30 06:34:30
-6.829,4.087,2024-07-30 06:34:31
-7.578,4.454,2024-07-30 06:34:31
6.591,4.454,2024-07-30 06:34:32
7.266,4.454,2024-07-30 06:34:32
7.871,4.453,2024-07-30 06:34:33
-9.980,4.454,2024-07-30 06:34:33
-10.000,4.455,2024-07-30 06:34:34
-10.000,4.456,2024-07-30 06:34:34
9.325,4.452,2024-07-30 06:34:35
9.394,4.452,2024-07-30 06:34:35
9.405,4.452,2024-07-30 06:34:36
-6.278,4.097,2024-07-30 06:45:56
-6.220,4.090,2024-07-30 06:45:56
-5.762,4.177,2024-07-30 06:45:57
-5.330,4.240,2024-07-30 06:45:57
3.655,4.290,2024-07-30 06:45:58
3.413,4.329,2024-07-30 06:45:58
3.238,4.394,2024-07-30 06:45:59
2.997,4.327,2024-07-30 06:45:59
-3.979,4.191,2024-07-30 06:46:00
-3.418,4.252,2024-07-30 06:46:00
-2.755,4.298,2024-07-30 06:46:01
0.640,4.400,2024-07-30 06:46:01
-0.519,4.307,2024-07-30 06:46:02
-7.440,4.334,2024-07-30 06:46:02
-7.940,4.394,2024-07-30 06:46:03
6.949,4.197,2024-07-30 06:46:03
7.135,4.445,2024-07-30 06:46:04
7.631,4.442,2024-07-30 06:46:04
-9.743,4.437,2024-07-30 06:46:05
-10.000,4.457,2024-07-30 06:57:25
-10.000,4.457,2024-07-30 06:57:26
-10.000,4.457,2024-07-30 06:57:26
-10.000,4.457,2024-07-30 06:57:27
-10.000,4.457,2024-07-30 06:57:27
8.910,4.451,2024-07-30 06:57:28
8.729,4.394,2024-07-30 06:57:28
8.300,4.434,2024-07-30 06:57:29
-9.601,4.442,2024-07-30 06:57:29
-9.423,4.402,2024-07-30 06:57:30
-9.245,4.437,2024-07-30 06:57:30
7.245,4.431,2024-07-30 06:57:31
7.117,4.242,2024-07-30 06:57:31
6.860,4.189,2024-07-30 06:57:32
-8.143,4.306,2024-07-30 06:57:32
-7.898,4.292,2024-07-30 06:57:33
-7.681,4.326,2024-07-30 06:57:33
-7.483,4.357,2024-07-30 06:57:34
5.759,4.108,2024-07-30 06:57:34
-8.329,4.454,2024-07-30 07:08:55
-7.937,4.454,2024-07-30 07:08:55
5.909,4.456,2024-07-30 07:08:56
5.170,4.209,2024-07-30 07:08:56
4.519,4.318,2024-07-30 07:08:57
3.811,4.256,2024-07-30 07:08:57
-4.639,4.029,2024-07-30 07:08:58
-3.773,4.136,2024-07-30 07:08:58
-2.609,4.215,2024-07-30 07:08:59
-1.329,4.154,2024-07-30 07:08:59
5.791,4.262,2024-07-30 07:09:00
-8.222,4.359,2024-07-30 07:09:00
-8.839,4.408,2024-07-30 07:09:01
7.742,4.331,2024-07-30 07:09:01
8.074,4.440,2024-07-30 07:09:02
8.838,4.438,2024-07-30 07:09:02
9.210,4.451,2024-07-30 07:09:03
9.271,4.451,2024-07-30 07:09:03
-10.000,4.457,2024-07-30 07:09:04
7.644,4.444,2024-07-30 07:20:25
7.527,4.442,2024-07-30 07:20:25
7.597,4.304,2024-07-30 07:20:26
-9.003,4.452,2024-07-30 07:20:26
-8.905,4.354,2024-07-30 07:20:27
-8.681,4.408,2024-07-30 07:20:27
6.949,4.160,2024-07-30 07:20:28
6.587,4.313,2024-07-30 07:20:28
6.438,4.265,2024-07-30 07:20:29
-7.773,4.334,2024-07-30 07:20:29
-7.514,4.398,2024-07-30 07:20:30
-7.334,4.295,2024-07-30 07:20:30
-0.540,4.071,2024-07-30 07:20:31
-1.543,4.119,2024-07-30 07:20:31
-2.096,4.313,2024-07-30 07:20:32
-2.578,4.280,2024-07-30 07:20:32
1.701,4.348,2024-07-30 07:20:33
2.150,4.244,2024-07-30 07:20:33
2.645,4.423,2024-07-30 07:20:34
-7.854,4.454,2024-07-30 07:31:55
-8.333,4.454,2024-07-30 07:31:55
-8.803,4.454,2024-07-30 07:31:56
-9.269,4.455,2024-07-30 07:31:56
8.041,4.453,2024-07-30 07:31:57
8.304,4.454,2024-07-30 07:31:57
8.617,4.454,2024-07-30 07:31:58
-10.000,4.456,2024-07-30 07:31:58
-10.000,4.455,2024-07-30 07:31:59
-10.000,4.455,2024-07-30 07:31:59
9.093,4.452,2024-07-30 07:32:00
9.240,4.453,2024-07-30 07:32:00
9.179,4.452,2024-07-30 07:32:01
-10.000,4.456,2024-07-30 07:32:01
-10.000,4.456,2024-07-30 07:32:02
-10.000,4.456,2024-07-30 07:32:02
-10.000,4.456,2024-07-30 07:32:03
-10.000,4.457,2024-07-30 07:32:03
9.344,4.452,2024-07-30 07:32:04
-9.242,4.376,2024-07-30 07:43:25
-8.576,4.305,2024-07-30 07:43:25
-7.948,4.323,2024-07-30 07:43:26
5.643,4.028,2024-07-30 07:43:26
-2.079,4.221,2024-07-30 07:43:27
-3.486,4.205,2024-07-30 07:43:27
3.154,4.365,2024-07-30 07:43:28
4.122,4.312,2024-07-30 07:43:28
5.131,4.405,2024-07-30 07:43:29
6.360,4.454,2024-07-30 07:43:29
7.327,4.454,2024-07-30 07:43:30
-9.816,4.455,2024-07-30 07:43:30
-10.000,4.455,2024-07-30 07:43:31
-10.000,4.456,2024-07-30 07:43:31
9.200,4.452,2024-07-30 07:43:32
9.496,4.452,2024-07-30 07:43:32
9.483,4.451,2024-07-30 07:43:33
-10.000,4.457,2024-07-30 07:43:33
-10.000,4.457,2024-07-30 07:43:34
-10.000,4.456,2024-07-30 07:54:54
8.893,4.452,2024-07-30 07:54:55
9.225,4.453,2024-07-30 07:54:55
9.035,4.453,2024-07-30 07:54:56
-10.000,4.456,2024-07-30 07:54:56
-10.000,4.456,2024-07-30 07:54:57
-10.000,4.456,2024-07-30 07:54:57
-10.000,4.456,2024-07-30 07:54:58
9.125,4.452,2024-07-30 07:54:58
9.223,4.451,2024-07-30 07:54:59
9.417,4.452,2024-07-30 07:54:59
9.223,4.451,2024-07-30 07:55:00
9.294,4.452,2024-07-30 07:55:00
9.232,4.452,2024-07-30 07:55:01
-10.000,4.456,2024-07-30 07:55:01
-10.000,4.456,2024-07-30 07:55:02
-10.000,4.456,2024-07-30 07:55:02
-10.000,4.456,2024-07-30 07:55:03
9.237,4.451,2024-07-30 07:55:03
7.651,4.407,2024-07-30 08:06:24
7.672,4.405,2024-07-30 08:06:24
7.697,4.437,2024-07-30 08:06:25
7.700,4.383,2024-07-30 08:06:25
7.704,4.431,2024-07-30 08:06:26
7.751,4.421,2024-07-30 08:06:26
7.677,4.423,2024-07-30 08:06:27
7.775,4.372,2024-07-30 08:06:27
7.764,4.423,2024-07-30 08:06:28
7.919,4.386,2024-07-30 08:06:28
7.802,4.429,2024-07-30 08:06:29
7.950,4.389,2024-07-30 08:06:29
8.014,4.419,2024-07-30 08:06:30
7.837,4.416,2024-07-30 08:06:30
7.710,4.418,2024-07-30 08:06:31
7.829,4.351,2024-07-30 08:06:31
7.700,4.420,2024-07-30 08:06:32
7.728,4.321,2024-07-30 08:06:32
7.711,4.412,2024-07-30 08:06:33
7.689,4.403,2024-07-30 08:06:33
-10.000,4.442,2024-07-30 08:17:53
-10.000,4.457,2024-07-30 08:17:54
8.871,4.451,2024-07-30 08:17:54
8.948,4.451,2024-07-30 08:17:55
8.966,4.451,2024-07-30 08:17:55
9.229,4.451,2024-07-30 08:17:56
9.080,4.451,2024-07-30 08:17:56
-10.000,4.458,2024-07-30 08:17:57
-10.000,4.458,2024-07-30 08:17:57
-10.000,4.456,2024-07-30 08:17:58
-10.000,4.457,2024-07-30 08:17:58
9.469,4.451,2024-07-30 08:17:59
9.372,4.451,2024-07-30 08:17:59
9.261,4.452,2024-07-30 08:18:00
-10.000,4.457,2024-07-30 08:18:00
-10.000,4.456,2024-07-30 08:18:01
-10.000,4.456,2024-07-30 08:18:01
9.394,4.451,2024-07-30 08:18:02
9.545,4.451,2024-07-30 08:18:02
9.256,4.451,2024-07-30 08:29:23
9.226,4.451,2024-07-30 08:29:23
8.888,4.450,2024-07-30 08:29:24
-10.000,4.455,2024-07-30 08:29:24
-10.000,4.450,2024-07-30 08:29:25
-10.000,4.458,2024-07-30 08:29:25
-10.000,4.455,2024-07-30 08:29:26
-10.000,4.456,2024-07-30 08:29:26
8.980,4.450,2024-07-30 08:29:27
8.997,4.450,2024-07-30 08:29:27
-10.000,4.457,2024-07-30 08:29:28
-10.000,4.457,2024-07-30 08:29:28
-10.000,4.456,2024-07-30 08:29:29
9.455,4.451,2024-07-30 08:29:29
9.265,4.451,2024-07-30 08:29:30
9.247,4.451,2024-07-30 08:29:30
9.311,4.452,2024-07-30 08:29:31
-10.000,4.456,2024-07-30 08:29:31
-10.000,4.455,2024-07-30 08:29:32
